time,_dt,ave_temp_interior,average_burnup,average_fission_rate,avg_clad_temp,avg_density,avg_fast_fluence,avg_gap,clad_inner_vol,creep_timestep,fis_gas_generated,fis_gas_percent,fis_gas_released,flux_from_clad,flux_from_fuel,fuel_elongation,gas_volume,initial_moles,max_clad_temp,max_fuel_temp,min_clad_temp,min_fuel_temp,num_lin_it,num_nonlin_it,pellet_volume,plenum_pressure,plenum_temp,rod_input_power,rod_total_power,tot_lin_it,tot_nonlin_it
31770442.349922,294165.79304514,666.44637628007,0.02029101894023,1.4934089992418e+19,637.95385573695,10067.218463982,3.0509147318827e+25,-5.3274155979692e-06,0.00020989569676742,288917.52663315,0.045658844224153,1.0376182195451,0.00047376448650352,-92648.500524113,84960.271670306,0.03110403295585,9.8561565537926e-06,0.018688055983708,652.92087158326,1443.048668983,562.5789634983,674.38920593862,30,10,-0.00020003954021363,9880236.9813576,611.63180256902,91655.43264,92173.642815974,1834,512
32059359.876555,288917.52663315,666.2992395289,0.020476309194741,1.4934668718923e+19,637.95942077461,10065.730885335,3.0786817588286e+25,-5.1889506822725e-06,0.00020991127440536,284045.92167823,0.046075784294628,1.0586941683353,0.00048780164134198,-92655.902475543,84914.77195845,0.03127480184163,9.8420356617226e-06,0.018688055983708,652.94287752373,1444.6645673667,562.57883516927,674.01270953235,25,9,-0.00020006923874364,9900738.3271069,611.58088728755,91655.43264,92177.214732993,1859,521
32343405.798233,284045.92167823,666.14774703996,0.020658482130865,1.4935232398977e+19,637.95393554951,10064.267846128,3.1059808828066e+25,-5.0580195129664e-06,0.00020992705026225,280020.60249961,0.046485709776284,1.0798943961338,0.0005019965748771,-92642.011573343,84870.33968841,0.031442995122547,9.8285936077064e-06,0.018688055983708,652.93896797804,1446.1991205254,562.57870864242,673.41331134537,30,10,-0.00020009845665455,9920715.9206496,611.53238477564,91655.43264,92180.693782872,1889,531
32623426.400733,280020.60249961,666.01519273777,0.020838080126859,1.4935782993262e+19,637.95827845438,10062.816249482,3.1328934251078e+25,-4.9307136446778e-06,0.00020994301833454,276162.58310858,0.046889841128495,1.1012325589089,0.00051636619732762,-92647.287299773,84826.899167059,0.031610099105294,9.8155622670083e-06,0.018688055983708,652.95577551895,1447.7559829843,562.5785838151,673.25649122962,25,9,-0.00020012745606753,9940452.0200044,611.48571193263,91655.43264,92184.092066994,1914,540
32899588.983841,276162.58310858,665.87861279017,0.021015210144053,1.4936321067636e+19,637.9526387239,10061.383555809,3.1594354528526e+25,-4.8076116790314e-06,0.00020995906069595,272934.97307937,0.047288419035612,1.1226596326851,0.00053088799144779,-92633.290160076,84784.337471182,0.031775262975523,9.8029738709014e-06,0.018688055983708,652.95249760045,1449.2476830982,562.57846033299,672.71296001619,31,10,-0.00020015608682504,9959909.774259,611.44087910755,91655.43264,92187.413077864,1945,550
33172523.956921,272934.97307937,665.75492676976,0.021190276221611,1.4936848069952e+19,637.95285192295,10059.960522246,3.1856675442083e+25,-4.6894129600882e-06,0.0002099753609439,269773.92171741,0.047682352666432,1.1442525512247,0.00054560653686962,-92630.438267231,84742.598343774,0.031939514533009,9.7908269426945e-06,0.018688055983708,652.96052498695,1450.7464176831,562.57833815348,672.51221656951,30,10,-0.00020018453400121,9979075.4974695,611.39783710093,91655.43264,92190.665751662,1975,560
33442297.878638,269773.92171741,665.63601282744,0.021363320779089,1.4937364316731e+19,637.95161240805,10058.549814861,3.2115960867895e+25,-4.5743243376823e-06,0.00020999172918142,266906.64012191,0.048071737473425,1.1659755380917,0.00056050469967577,-92624.991417022,84701.639965679,0.032102560118965,9.7789854581955e-06,0.018688055983708,652.96498801053,1452.2191340833,562.57821723125,671.94334871508,31,10,-0.00020021274372322,9998106.995397,611.35604897695,91655.43264,92193.85204197,2006,570
33709204.51876,266906.64012191,665.52399963253,0.021534531998935,1.4937870547725e+19,637.95126839539,10057.149595273,3.2372493066473e+25,-4.4628061884707e-06,0.00021000832582174,264331.45527991,0.048456996904674,1.1878300437709,0.00057558676754287,-92621.154855376,84661.41542866,0.032264680816695,9.7675731573569e-06,0.018688055983708,652.96967325402,1453.6768745162,562.5780971826,671.52339661028,30,10,-0.00020024075266438,10016857.426359,611.31595817773,91655.43264,92196.976514561,2036,580
33973535.97404,264331.45527991,665.42016142185,0.021704097021814,1.4938367476217e+19,637.95313421548,10055.757373184,3.2626552702556e+25,-4.354025215079e-06,0.00021002505311074,261795.07788221,0.048838552064041,1.2098121306354,0.00059085472729745,-92620.922605441,84621.874270213,0.032426061641444,9.7564423821757e-06,0.018688055983708,652.98060024941,1455.1374740281,562.57797796313,671.4291683996,28,9,-0.00020026861072857,10035484.750205,611.27695302239,91655.43264,92200.043571836,2064,589
34235331.051922,261795.07788221,665.32184063307,0.021872040528716,1.493885532031e+19,637.95548153866,10054.374395923,3.2878177002598e+25,-4.2495093958666e-06,0.00021004193343099,259468.41061216,0.049216458488687,1.2319005609667,0.00060629782821006,-92621.517105562,84582.997148685,0.032586617082863,9.7456408504744e-06,0.018688055983708,652.99668811333,1456.5846653249,562.57785983623,670.95625436458,27,9,-0.00020029629258051,10053928.725451,611.23923335423,91655.43264,92203.054559931,2091,598
34494799.462534,259468.41061216,665.21854162593,0.022038496849163,1.4939334609134e+19,637.949510182,10053.003917023,3.3127567460706e+25,-4.1476171303936e-06,0.00021005888822834,257595.23951038,0.049591018446853,1.2540950034914,0.00062191848452249,-92606.676800584,84544.709451981,0.032746001499929,9.7351558879042e-06,0.018688055983708,652.98724842059,1457.9722453038,562.57774281421,670.50013984532,30,10,-0.00020032373234044,10072197.688401,611.20284146535,91655.43264,92206.012744654,2121,608
34752394.702045,257595.23951038,665.12411452026,0.022203756737227,1.4939806302979e+19,637.94724626828,10051.638227684,3.3375159900042e+25,-4.0476284098822e-06,0.00021007601533327,255661.44170421,0.049962886193262,1.2764128821838,0.00063773271568165,-92598.689525725,84506.987741394,0.032905090978096,9.7249303401168e-06,0.018688055983708,652.99007956942,1459.3728071511,562.57762622333,670.48777959669,31,10,-0.00020035108499316,10090350.584231,611.16742268189,91655.43264,92208.92405294,2152,618
35008056.143749,255661.44170421,665.03969815186,0.022367781136778,1.4940270396345e+19,637.94961866666,10050.277211643,3.3620895995186e+25,-3.9509847215389e-06,0.00021009330431511,253809.6537232,0.050331973843818,1.2988360881006,0.00065372984013688,-92599.771292938,84469.836120616,0.033063925573545,9.7149517794744e-06,0.018688055983708,653.00113465506,1460.7773692285,562.57751037153,669.9686223254,28,9,-0.00020037835253564,10108401.072729,611.13304671187,91655.43264,92211.788450848,2180,627
35261865.797472,253809.6537232,664.95649895703,0.022530622505238,1.4940727142989e+19,637.94941043003,10048.924724105,3.3864854519903e+25,-3.8564679777327e-06,0.00021011060897171,252253.30870465,0.0506983994382,1.3214415352348,0.00066994970787562,-92595.777566939,84433.216766187,0.033222111505289,9.7051517291627e-06,0.018688055983708,653.00352177886,1462.1603391278,562.57739532892,669.60440830136,28,9,-0.00020040545724255,10126414.493226,611.09947242928,91655.43264,92214.607504576,2208,636
35514119.106177,252253.30870465,664.87635009922,0.022692470251867,1.4941177171307e+19,637.94835107181,10047.581605795,3.4107319403392e+25,-3.7644692369232e-06,0.00021012808372983,251413.84773745,0.051062589185058,1.3446921694027,0.00068663463826572,-92590.039295349,84397.115295358,0.033379617408522,9.6957025716464e-06,0.018688055983708,653.00598138154,1463.5362171231,562.57728062314,669.51749275834,28,9,-0.00020043238115819,10144226.28532,611.06716821352,91655.43264,92217.385092597,2236,645
35765532.953914,251413.84773745,664.80192349668,0.022853784223358,1.4941621836611e+19,637.94805236267,10046.241451461,3.4348979679112e+25,-3.6736078883858e-06,0.000210145605686,251009.17972725,0.051425577831276,1.3683726689517,0.00070369355189367,-92585.83524805,84361.429600475,0.033537249528051,9.6863532775957e-06,0.018688055983708,653.0091496458,1464.9116569938,562.57716592777,669.23238774061,28,9,-0.00020045925240841,10162232.177575,611.03547471171,91655.43264,92220.129579932,2264,654
36016542.133641,251009.17972725,664.72559556587,0.023014843317398,1.4942061953823e+19,637.9426322459,10044.90483715,3.459025325538e+25,-3.5859890510799e-06,0.00021016333948289,250689.86201082,0.051787992952337,1.3924512582937,0.00072112255950985,-92571.521856048,84326.065026066,0.033694887986347,9.6772800507192e-06,0.018688055983708,653.00679156833,1466.2687086783,562.57705111936,668.99949220106,31,10,-0.00020048605943217,10180188.026264,611.00467559532,91655.43264,92222.845996318,2295,664
36267231.995652,250689.86201082,664.66160670753,0.023175702236932,1.4942497702375e+19,637.9446910333,10043.565242862,3.4831222162294e+25,-3.4989822720297e-06,0.00021018121842099,250092.82258511,0.052149957640787,1.4169761633446,0.00073895246896426,-92571.628692418,84291.050833506,0.033853216363198,9.6682849279667e-06,0.018688055983708,653.0120142917,1467.6520836098,562.57693639314,668.42727039061,28,9,-0.00020051293349303,10198303.65104,610.97441822698,91655.43264,92225.535449197,2323,673
36517324.818237,250092.82258511,664.59422341666,0.023336182711064,1.4942928629442e+19,637.94014163627,10042.229454465,3.5071619434911e+25,-3.414027708754e-06,0.000210199266978,249563.97648121,0.052511070751519,1.4418161128145,0.0007571130791068,-92559.153548767,84256.369960228,0.03401141885828,9.6595286864458e-06,0.018688055983708,653.01016841095,1469.0053611478,562.57682171166,668.37759207834,31,10,-0.00020053973829155,10216419.325606,610.94508542369,91655.43264,92228.195143736,2354,683
36766888.794718,249563.97648121,664.53968158201,0.023496328426544,1.4943354890331e+19,637.94434567482,10040.8910519,3.5311510607645e+25,-3.331291356485e-06,0.00021021757600923,248766.77174337,0.05287143058844,1.4669496960591,0.00077559729031922,-92563.716665271,84222.056115618,0.03417020370061,9.6509726202267e-06,0.018688055983708,653.02019402426,1470.3880828442,562.57670693383,667.96248613046,27,9,-0.000200566603389,10234544.208974,610.91643977041,91655.43264,92230.826038482,2381,692
37015655.566462,248766.77174337,664.48595508032,0.023655967100589,1.4943776065e+19,637.94480427785,10039.554956545,3.5550637705264e+25,-3.25007312774e-06,0.00021023598754076,248015.90598658,0.053230649480888,1.4923265631118,0.00079437512192024,-92560.693372381,84188.112456332,0.034328968398281,9.6425579652315e-06,0.018688055983708,653.02165768999,1471.7558409617,562.57659233248,667.61509041924,27,9,-0.00020059342957553,10252731.973255,610.88845541969,91655.43264,92233.425540932,2408,701
37263671.472448,248015.90598658,664.42995427198,0.023815128388184,1.4944192277908e+19,637.94169304692,10038.22295841,3.5789045250328e+25,-3.1698547340024e-06,0.00021025443520548,247320.32634896,0.053588794158503,1.5179343727642,0.00081344272648178,-92550.621371726,84154.503064288,0.034487482704447,9.6342542992778e-06,0.018688055983708,653.02073727214,1473.0987482228,562.5764778467,667.53179969842,27,9,-0.0002006201809062,10270998.183826,610.86115109076,91655.43264,92235.994419246,2435,710
37510991.798797,247320.32634896,664.37839956249,0.023973847690564,1.4944603665091e+19,637.9385611636,10036.891455525,3.6026786367753e+25,-3.0929715098179e-06,0.00021027320663289,246559.56809366,0.05394594428113,1.5437394818929,0.00083278484074773,-92540.552281502,84121.253678216,0.034646180687646,9.6262765973538e-06,0.018688055983708,653.01909309889,1474.4423794357,562.57636367173,667.24853759647,28,9,-0.00020064693003554,10289110.92548,610.83475853381,91655.43264,92238.53351304,2463,719
37757551.366891,246559.56809366,664.33110930792,0.024132083101633,1.4945010159843e+19,637.93652077464,10035.560990585,3.6263798383976e+25,-3.0168966342624e-06,0.00021029204146993,245741.94303224,0.054302005551688,1.569750095048,0.00085240578376058,-92532.586885307,84088.362693156,0.034804967806289,9.618375497729e-06,0.018688055983708,653.01932096384,1475.7856599331,562.57624965757,667.11103678278,28,9,-0.0002006736659722,10307331.05581,610.80880577608,91655.43264,92241.042410609,2491,728
38003293.309923,245741.94303224,664.28765026576,0.02428979804617,1.4945411712365e+19,637.93543304073,10034.232081039,3.6500026613241e+25,-2.9421414600093e-06,0.00021031099267316,244904.0819093,0.054656895668622,1.5959315514372,0.00087228664301162,-92526.881095806,84055.831152318,0.034963782086751,9.610614467113e-06,0.018688055983708,653.01900015581,1477.1231792965,562.57613543146,666.5966429889,28,9,-0.00020070037820605,10325584.54592,610.78356356944,91655.43264,92243.520804593,2519,737
38248197.391833,244904.0819093,664.24947850692,0.024446979456219,1.4945808335059e+19,637.93673309098,10032.904344494,3.6735451580947e+25,-2.8689919366062e-06,0.00021033011560577,243967.27179338,0.055010585226425,1.6222701807912,0.00089242032040702,-92525.097722591,84023.665338598,0.03512262899046,9.6030408138908e-06,0.018688055983708,653.02053465369,1478.4637795866,562.57602195821,666.70154370911,28,9,-0.00020072707479188,10343814.307614,610.75891812699,91655.43264,92245.968771526,2547,746
38492164.663626,243967.27179338,664.20917601587,0.024603563742863,1.4946199914399e+19,637.93261350862,10031.582413989,3.6969978144504e+25,-2.7983232121002e-06,0.00021034937517874,243498.07857382,0.055362931137337,1.6491664068085,0.00091302686214149,-92513.063913619,83991.871659088,0.035280990321002,9.5957138401309e-06,0.018688055983708,653.01916174133,1479.7847377339,562.57590873203,666.17692821487,29,9,-0.00020075366133861,10361949.511784,610.73486680722,91655.43264,92248.385610733,2576,755
38735662.7422,243498.07857382,664.1801894349,0.024759850961924,1.4946587244737e+19,637.93490239728,10030.258578643,3.7204055807083e+25,-2.7286590415936e-06,0.00021036876811386,243381.27787645,0.055714608586872,1.6766495339435,0.00093413872521024,-92513.625737638,83960.433072024,0.035439738383999,9.5884748002862e-06,0.018688055983708,653.02104455154,1481.1301325723,562.57579526849,666.23247104631,27,9,-0.00020078029331357,10380276.893253,610.71137050854,91655.43264,92250.77622498,2603,764
38979044.020076,243381.27787645,664.13947312395,0.024916067242466,1.4946970911201e+19,637.92517270652,10028.939314134,3.7438023320193e+25,-2.6592833805306e-06,0.00021038812374663,243404.07558412,0.056066126410571,1.7045549779154,0.00095567794865572,-92490.480630186,83929.210855188,0.03559811083549,9.5812836386099e-06,0.018688055983708,653.01624388856,1482.4254334504,562.57568151289,665.75575890274,32,10,-0.00020080684010802,10398856.393639,610.68844462395,91655.43264,92253.14422568,2635,774
39222448.09566,243404.07558412,664.11133205245,0.025072302148233,1.494735114551e+19,637.92373735476,10027.614589089,3.7672014881465e+25,-2.592929653294e-06,0.00021040792171939,243125.27002092,0.056417686144747,1.7328466491088,0.00097763198386395,-92483.731881161,83898.272771646,0.035757323036157,9.5744173859418e-06,0.018688055983708,653.01551012183,1483.7526843279,562.57556776446,665.73851361077,32,10,-0.00020083350433345,10417345.790249,610.66608971731,91655.43264,92255.491043026,2667,784
39465573.365681,243125.27002092,664.09168370407,0.025228362045294,1.49477274871e+19,637.92574322318,10026.286835315,3.7905740547361e+25,-2.527054259958e-06,0.00021042783470892,242709.85049814,0.056768852074392,1.7615156189437,0.00099999219598548,-92483.409877208,83867.64780348,0.035917050809193,9.5675978479733e-06,0.018688055983708,653.01599388617,1485.0993122611,562.57545407101,665.36145312609,29,9,-0.00020086023686095,10436039.799529,610.64398481705,91655.43264,92257.813834388,2696,793
39708283.216179,242709.85049814,664.07157708179,0.025384159189553,1.4948099745776e+19,637.92593828433,10024.960538705,3.8139068976522e+25,-2.4619539990131e-06,0.00021044779262286,242326.54945662,0.057119426757765,1.7904616170617,0.0010227014119835,-92479.5391214,83837.306587834,0.036076749845065,9.5608454324175e-06,0.018688055983708,653.01706446034,1486.4261612437,562.57534012495,665.30353630741,29,8,-0.00020088694719044,10454906.196905,610.62229420831,91655.43264,92260.111425887,2725,801
39950609.765636,242326.54945662,664.05231323973,0.025539714143146,1.4948467995629e+19,637.92361091731,10023.634499727,3.8372031035491e+25,-2.3978511877749e-06,0.00021046784243203,241931.7597373,0.057469456463779,1.8196525875884,0.0010457444516161,-92471.189471966,83807.256622605,0.036236555309967,9.5541826057009e-06,0.018688055983708,653.01629516285,1487.7483001723,562.57522624838,664.89450838223,29,8,-0.00020091365982632,10473892.749556,610.60110874736,91655.43264,92262.384274816,2754,809
40192541.525373,241931.7597373,664.04043643945,0.025695019477239,1.4948832242868e+19,637.92535095016,10022.306661379,3.8604615669382e+25,-2.3355611188951e-06,0.00021048810612556,241404.44819778,0.057818924476076,1.8490933587957,0.0010691258926142,-92469.580515606,83777.520692249,0.036396715388888,9.5476896967966e-06,0.018688055983708,653.01771706385,1489.0825835261,562.57511263248,664.87770684247,28,9,-0.00020094041642876,10492904.386728,610.58057531954,91655.43264,92264.632419492,2782,818
40433945.973571,241404.44819778,664.01822583359,0.025849990064062,1.4949192313214e+19,637.91597685215,10020.984430149,3.8836695464364e+25,-2.2755698114891e-06,0.00021050849795708,241108.61610937,0.058167639240176,1.8786985263841,0.0010927945812376,-92447.365983629,83748.040077593,0.036556361438047,9.5414310502746e-06,0.018688055983708,653.01252128824,1490.3699895315,562.57499901787,664.76010195845,31,10,-0.00020096706690681,10511874.230874,610.56041844355,91655.43264,92266.85478426,2813,828
40675054.58968,241108.61610937,664.00605610913,0.026004774448683,1.4949548578263e+19,637.91310977172,10019.65862489,3.9068492947873e+25,-2.2159425766603e-06,0.00021052901221328,240627.29025962,0.058515935012142,1.9085123326602,0.0011167838362782,-92437.779461423,83718.864131817,0.036716560389708,9.5352150765571e-06,0.018688055983708,653.01173575685,1491.6813760769,562.57488546962,664.25626350583,31,10,-0.00020099379713672,10530980.432106,610.54055111545,91655.43264,92269.053662624,2844,838
40915681.87994,240627.29025962,663.99909610789,0.02615925349718,1.4949900785047e+19,637.91231731173,10018.331779738,3.9299829779432e+25,-2.1569926324441e-06,0.00021054961214368,240108.30822951,0.058863543716858,1.9384703387674,0.0011410523352987,-92431.751712551,83689.995326782,0.036876998496567,9.5290564136255e-06,0.018688055983708,653.01096332422,1492.9929125779,562.57477190456,664.3561218361,31,10,-0.00020102055573005,10550223.047916,610.5210786002,91655.43264,92271.227493258,2875,848
41155790.18817,240108.30822951,663.99286503432,0.026313402977651,1.4950248905337e+19,637.91018868882,10017.006536407,3.9530669743747e+25,-2.0993712340988e-06,0.00021057033832966,239597.52563767,0.059210410827712,1.9686580837177,0.0011656505391622,-92423.771679238,83661.421618645,0.037037376300244,9.5230488885856e-06,0.018688055983708,653.00996122863,1494.297938171,562.57465851972,663.88594464098,32,10,-0.00020104728944107,10569477.654996,610.50221847889,91655.43264,92273.376101932,2907,858
41395387.713807,239597.52563767,663.98972092993,0.026467228096808,1.495059297865e+19,637.90826601174,10015.681407073,3.9761020710403e+25,-2.0436495659563e-06,0.00021059124236493,239011.75571492,0.059556548060841,1.9989819611779,0.0011905246524365,-92414.607800936,83633.14888491,0.03719784570875,9.5172135402356e-06,0.018688055983708,653.00971126934,1495.6101337497,562.57454536656,664.03251716689,30,10,-0.00020107402882469,10588750.648591,610.48390719557,91655.43264,92275.499732544,2937,868
41634399.469522,239011.75571492,663.99517036688,0.026620680653441,1.4950932925231e+19,637.91208105665,10014.355094774,3.9990810571801e+25,-1.9897564182268e-06,0.00021061231526393,238391.77943711,0.0599018469539,2.029495901946,0.0012157055291194,-92418.422209879,83605.199076513,0.03735857624301,9.5115163091058e-06,0.018688055983708,653.01182969166,1496.922492193,562.57443242338,663.86665234887,27,9,-0.00020110079895483,10608049.213191,610.46592965049,91655.43264,92277.59789284,2964,877
41872791.248959,238391.77943711,663.99113426598,0.026773738626018,1.495126872668e+19,637.90486668168,10013.033686854,4.0220006425827e+25,-1.9360949873918e-06,0.00021063332438064,237906.15518427,0.060246257954046,2.060097475048,0.0012411316389222,-92399.27758142,83577.515036711,0.037518833089941,9.5058465814158e-06,0.018688055983708,653.00832771102,1498.207896351,562.57431964033,663.57984151826,30,10,-0.00020112747779922,10627508.970137,610.44852047302,91655.43264,92279.670469267,2994,887
42110697.404144,237906.15518427,663.99553257705,0.026926488217157,1.4951600601698e+19,637.90359022416,10011.711052794,4.0448737427665e+25,-1.8839504487349e-06,0.00021065458689048,237335.88532487,0.060589975034378,2.0909120811641,0.0012668831079681,-92392.663402038,83550.140188763,0.037679373300527,9.5003982265981e-06,0.018688055983708,653.00696961233,1499.5002017578,562.57420684355,663.28086752716,30,10,-0.00020115418866389,10646883.996965,610.43155762703,91655.43264,92281.718811641,3024,897
42348033.289468,237335.88532487,664.0070784228,0.02707887502383,1.4951928458333e+19,637.90649114323,10010.387313361,4.0676922182615e+25,-1.8323260251102e-06,0.00021067596198041,236665.35210708,0.060932875777223,2.1218449569075,0.0012929011517777,-92393.564486046,83523.07785962,0.037840129052307,9.4950324811952e-06,0.018688055983708,653.00853579496,1500.8047968343,562.5740942925,663.22854902217,27,9,-0.00020118092949922,10666369.395152,610.41480484881,91655.43264,92283.742352435,3051,906
42584698.641576,236665.35210708,664.00892906126,0.027230834610738,1.4952252187548e+19,637.8984101561,10009.06890995,4.0904464277348e+25,-1.7820438353631e-06,0.00021069730690524,236188.45685918,0.061274815190293,2.1528427161261,0.001319150395644,-92373.823424196,83496.276403464,0.038000365297645,9.4897371315664e-06,0.018688055983708,653.00435256419,1502.0735949496,562.57398203381,663.28606461101,30,10,-0.00020120756977368,10685943.037618,610.39832120683,91655.43264,92285.740418678,3081,916
42820887.098435,236188.45685918,664.01919901786,0.027382491253754,1.495257208418e+19,637.89597918511,10007.748582121,4.1131549870582e+25,-1.7326381730105e-06,0.00021071875463861,235608.73161253,0.061616072919115,2.1839603086755,0.001345670576318,-92364.114921586,83469.776845323,0.038160897781434,9.4844983867918e-06,0.018688055983708,653.00303481202,1503.353316003,562.57387015387,663.13205375024,31,10,-0.00020123425625182,10705602.312856,610.38208407262,91655.43264,92287.714830102,3112,926
43056495.830047,235608.73161253,664.03150452688,0.027533778871764,1.4952888034128e+19,637.89339284387,10006.429078025,4.1358080081985e+25,-1.6847166290883e-06,0.00021074033136668,235010.94683299,0.061956500267989,2.2151534138289,0.0013724315307752,-92355.170304132,83443.56527151,0.038321439785502,9.4793976550735e-06,0.018688055983708,653.00169164911,1504.6302397979,562.57375836581,662.87405160988,31,10,-0.00020126093371161,10725275.786813,610.36670260315,91655.43264,92289.664882475,3143,936
43291506.77688,235010.94683299,664.05478753223,0.027684685812607,1.4953200041284e+19,637.89905194707,10005.107581599,4.1584037532921e+25,-1.6385084514389e-06,0.0002107622134259,234230.50283221,0.062296071017224,2.246457633448,0.0013994548427046,-92360.701329147,83417.674524079,0.038482331168082,9.4745539100719e-06,0.018688055983708,653.00457723141,1505.9301456312,562.5736464519,662.56473143022,28,9,-0.00020128765951582,10744822.269486,610.35172880883,91655.43264,92291.590599822,3171,945
43525737.279712,234230.50283221,664.06322286408,0.027835094726503,1.4953507893515e+19,637.88943297097,10003.794087068,4.1809246583398e+25,-1.5925675370005e-06,0.00021078397968626,233785.41804489,0.062634521106387,2.2778206770663,0.0014267020727427,-92337.759640674,83392.027802439,0.038642355747662,9.4697495518655e-06,0.018688055983708,652.99903159436,1507.1759419618,562.57353530181,662.47432938366,32,10,-0.00020131423013439,10764491.035827,610.33687882448,91655.43264,92293.490672849,3203,955
43759522.697757,233785.41804489,664.08142773214,0.027985220905566,1.4953812063269e+19,637.88690628843,10002.477548941,4.2034029660674e+25,-1.5472058159149e-06,0.00021080585282556,233155.3040597,0.062972334985719,2.309210791218,0.0014541639549722,-92328.242380885,83366.672903992,0.038802828653571,9.4649827200731e-06,0.018688055983708,652.99792363769,1508.4411805752,562.573424162,662.6139510391,32,10,-0.00020134087010549,10784258.540403,610.3222243584,91655.43264,92295.36801752,3235,965
43992678.001817,233155.3040597,664.10388004541,0.028134945480519,1.4954112333617e+19,637.88615246456,10001.163463223,4.2258208846875e+25,-1.5030252837677e-06,0.00021082775561218,233206.51881251,0.063309245175613,2.3411794183841,0.0014821830179858,-92322.46048222,83341.633128309,0.038963109686895,9.4602888903963e-06,0.018688055983708,652.99645168798,1509.7073615362,562.57331308101,662.52706636639,31,10,-0.00020136746672178,10804080.481586,610.3077873278,91655.43264,92297.221294943,3266,975
44225884.52063,233206.51881251,664.12770144548,0.028284705935935,1.4954409603443e+19,637.88391742907,9999.8498631302,4.2482439233344e+25,-1.4594065720876e-06,0.0002108497035076,233672.16887502,0.063646236103713,2.3740120543618,0.0015109693172497,-92313.000448794,83316.837074227,0.03912342884041,9.4556432578933e-06,0.018688055983708,652.9955550194,1510.9802499765,562.57320200755,662.17688643184,30,10,-0.00020139406024971,10824169.085092,610.29368415013,91655.43264,92299.056053054,3296,985
44459556.689505,233672.16887502,664.15385398869,0.02843476839285,1.495470439834e+19,637.88119147662,9998.5326319861,4.2707119310264e+25,-1.417361329555e-06,0.00021087192184735,234256.47756709,0.063983906595489,2.4073828789862,0.0015403376126863,-92303.314874724,83292.22715404,0.039284287180287,9.451188309793e-06,0.018688055983708,652.99392306572,1512.2483777292,562.57309030335,662.10731992518,31,10,-0.00020142073353756,10844475.781788,610.28026325617,91655.43264,92300.875535834,3327,995
44693813.167072,234256.47756709,664.1823471439,0.028585209042041,1.4954996852101e+19,637.87794067303,9997.2107444225,4.2932363183332e+25,-1.3761763489328e-06,0.0002108943580181,234352.70033345,0.064322428095401,2.4412195583716,0.0015702516950845,-92292.184911105,83267.791341787,0.039445811161764,9.4468495044804e-06,0.018688055983708,652.99268230423,1513.5266024039,562.57297837454,661.58704225019,33,10,-0.00020144750851362,10864992.086953,610.26705737153,91655.43264,92302.680569048,3360,1005
44928165.867405,234352.70033345,664.21760703239,0.028735714414235,1.4955286341317e+19,637.87835317825,9995.8855787809,4.3157701553467e+25,-1.3351464248096e-06,0.00021091689020611,234658.76103476,0.064661095234995,2.4755238045243,0.0016007008048085,-92288.2384242,83243.597731726,0.039607801259809,9.4425338133736e-06,0.018688055983708,652.99206704372,1514.8112998639,562.57286637928,661.9696393107,30,10,-0.00020147435639274,10885797.019568,610.25397405328,91655.43264,92304.467305009,3390,1015
44980000,51834.132594928,664.30920074524,0.02876900358655,1.49553496004e+19,637.88025968521,9995.5374092252,4.3207542163374e+25,-1.3254402100672e-06,0.00021092290000279,233945.39810204,0.064736002519717,2.4829693550912,0.0016073751042756,-92290.721720241,83238.902238761,0.039649974594709,9.4414943103268e-06,0.018688055983708,652.9960845024,1515.3290709251,562.57282997883,662.2081923517,25,8,-0.00020148140569246,10903125.409518,610.25361272675,91655.43264,92304.857741929,3415,1023
45066400,86400,650.81723485495,0.02882031499748,1.2703792101621e+19,627.05891382369,10015.67745216,4.3284487795079e+25,-1.7844794477667e-06,0.00021056578881081,526396.32349682,0.064851463439915,2.4829861953677,0.001610252884707,-78351.455128421,70728.613451336,0.037344716990065,9.4919471224619e-06,0.018688055983708,642.69969833113,1360.839803893,562.42937191561,642.18444346122,37,12,-0.00020107384168835,10848732.985002,604.15880068371,77872.86432,78408.178615351,3452,1035
45118234.132595,51834.132594928,650.81773990446,0.028848592731417,1.27040190945e+19,627.07504398767,10015.489974668,4.3326971245178e+25,-1.7698593422539e-06,0.0002105678549693,534952.20902774,0.064915093987628,2.4813541368101,0.0016107733700762,-78373.616578764,70725.565769323,0.037366998106406,9.4902349427008e-06,0.018688055983708,642.67536984028,1361.0454647028,562.42971489479,642.2626305914,19,5,-0.0002010776200266,10743843.896461,604.1544276884,77872.86432,78409.579622076,3471,1040
45221902.397785,103668.26518986,650.8075887773,0.028905149714737,1.2704472922778e+19,627.08669859457,10015.115278781,4.3411936951569e+25,-1.7561869833708e-06,0.00021057397980984,552020.00409192,0.065042358493111,2.4781320572701,0.0016118355366223,-78379.543095399,70720.412558064,0.037411686603572,9.4888138574124e-06,0.018688055983708,642.62645885983,1361.3644876925,562.43042898907,642.3673675032,22,6,-0.00020108516595242,10745650.694012,604.15157376431,77872.86432,78412.380663566,3493,1046
