time,_dt,ave_temp_interior,average_burnup,average_fission_rate,avg_clad_temp,avg_density,avg_fast_fluence,avg_gap,clad_inner_vol,creep_timestep,fis_gas_generated,fis_gas_percent,fis_gas_released,flux_from_clad,flux_from_fuel,fuel_elongation,gas_volume,initial_moles,max_clad_temp,max_fuel_temp,min_clad_temp,min_fuel_temp,num_lin_it,num_nonlin_it,pellet_volume,plenum_pressure,plenum_temp,rod_input_power,rod_total_power,tot_lin_it,tot_nonlin_it
2274705.1400598,218295.65956331,711.72022818675,0.0014003625299223,1.4625603019356e+19,636.19744380638,10169.950162513,2.1198818007497e+24,-3.7160399475359e-05,0.00021087261134532,219538.79401773,0.0031510953096738,0,0,-90556.589047062,89208.719018141,0.020969112596613,1.286359838276e-05,0.018688055983708,652.31132283027,1436.0180120744,562.52686888226,745.5993609188,14,4,-0.00019800901296256,7577359.8737855,626.70617786562,90277.24896,90269.6521421,403,138
2494243.9340775,219538.79401773,711.63706078517,0.0015382582071119,1.4627898904292e+19,636.23406600374,10171.766031943,2.3283926485968e+24,-3.7068626324828e-05,0.00021084740197845,239670.11987394,0.0034613881176659,0,0,-90587.07912769,89195.119146328,0.020699302495693,1.2873716644067e-05,0.018688055983708,652.2870495635,1436.2893810864,562.52868038445,746.04912563415,10,4,-0.00019797368533439,7563970.8632497,626.66119070659,90277.24896,90283.822411471,413,142
2733914.0539515,239670.11987394,711.51367217255,0.0016888232510289,1.4630378081822e+19,636.27328802164,10173.457570543,2.5560141106243e+24,-3.6948810307557e-05,0.00021082163656602,260234.84274402,0.0038001895305501,0,0,-90618.558221781,89177.593407641,0.02044330119785,1.2880834343586e-05,0.018688055983708,652.26025858719,1436.4289945201,562.53065758446,746.52577171663,10,4,-0.00019794080222243,7559248.4912652,626.59893420549,90277.24896,90299.12396813,423,146
2994148.8966955,260234.84274402,711.33980554595,0.0018523361413447,1.4633038964902e+19,636.31490922655,10174.98743246,2.8031552773946e+24,-3.6794460189643e-05,0.00021079512931014,280231.36210004,0.0041681261831924,0,0,-90650.347502416,89155.756644007,0.020205833165682,1.2884040623545e-05,0.018688055983708,652.23407806129,1436.4028028944,562.53280411517,747.01683089836,11,4,-0.0001979110886866,7556616.5247082,626.51606654573,90277.24896,90315.547016787,434,150
3274380.2587955,280231.36210004,711.11110695113,0.0020284464508382,1.4635869572344e+19,636.35889513177,10176.316472329,3.0692738122413e+24,-3.6602695445457e-05,0.00021076807497274,298365.28715456,0.0045644095443739,0,0,-90682.747889226,89129.358463415,0.019991985497168,1.2882771200002e-05,0.018688055983708,652.19698712963,1436.1956555978,562.535115786,747.511897392,11,4,-0.00019788530377274,7556361.6670485,626.41044419533,90277.24896,90333.017609196,445,154
3333870,59489.74120447,711.05699818817,0.0020658369211669,1.4636463186993e+19,636.36808276682,10176.564918963,3.1257658316599e+24,-3.6558478112891e-05,0.00021076239970112,303371.03350284,0.0046485455685545,0,0,-90689.475499889,89123.484507672,0.019951071011276,1.2881913471083e-05,0.018688055983708,652.19015764533,1436.136756571,562.53560623494,747.61129131259,13,4,-0.00019788048623004,7555590.8117998,626.38574354567,90277.24896,90336.681416279,458,158
3614101.3621,280231.36210004,710.76075602482,0.0022419783318177,1.4637614252238e+19,636.39199205808,10177.570063732,3.3918610233145e+24,-3.6342155456832e-05,0.0002107368979316,319802.77980727,0.00504489891355,0,0,-90709.952099288,89084.083481024,0.019781250289637,1.28758803735e-05,0.018688055983708,652.1697259486,1435.6781032348,562.53684881847,747.84906891658,12,4,-0.0001978610175581,7558832.9727509,626.25326280952,90277.24896,90343.785824835,470,162
3933904.1419073,319802.77980727,710.38231976265,0.0024430092921931,1.4638888597318e+19,636.41848579074,10178.410246286,3.6954979432242e+24,-3.6070261334921e-05,0.00021070918395398,339350.26018572,0.005497258715246,0,0,-90731.683399418,89036.385348343,0.01962763676115,1.2864404295563e-05,0.018688055983708,652.14594785258,1434.9901995809,562.53826449798,748.07351298606,12,4,-0.00019784477965842,7563975.9353951,626.08613045066,90277.24896,90351.651120164,482,166
4273254.402093,339350.26018572,709.9404908907,0.0026563467869735,1.4640195651502e+19,636.44586560211,10178.992992206,4.0176551514206e+24,-3.5756844676895e-05,0.00021068119680767,359625.4459591,0.0059773106766601,0,0,-90753.069389863,88983.048556886,0.019505086567648,1.2847633823153e-05,0.018688055983708,652.11997343392,1434.1065482259,562.53976421714,748.26290783889,12,4,-0.00019783356298452,7571828.1782367,625.89320710936,90277.24896,90359.718297041,494,170
4632879.8480521,359625.4459591,709.43348576167,0.0028824509891904,1.4641532571705e+19,636.47416698047,10179.311655236,4.359016396749e+24,-3.5400838794266e-05,0.00021065292943835,380474.36119187,0.0064860902789984,0,0,-90774.099648079,88923.891576541,0.019414395675474,1.2825433927517e-05,0.018688055983708,652.09168075713,1433.0282280217,562.54135035491,748.41065921904,11,4,-0.00019782749551083,7582597.2277011,625.67414547758,90277.24896,90367.969807867,505,174
5013354.209244,380474.36119187,708.8599286151,0.0031216854081748,1.4642895780498e+19,636.50332739072,10179.362351561,4.720118515678e+24,-3.5001605244052e-05,0.00021062437483592,401725.50820658,0.0070244154908391,0,0,-90794.574616413,88858.776173479,0.019356053743067,1.2797722579607e-05,0.018688055983708,652.06113433177,1431.7573779625,562.54302501878,748.51023265709,13,4,-0.00019782665225632,7596356.4421053,625.42889523138,90277.24896,90376.383572646,518,178
5415079.7174506,401725.50820658,708.21951640058,0.0033743058167106,1.4644281041215e+19,636.53343198552,10179.144184243,5.1013348619921e+24,-3.4559005430907e-05,0.00021059553111437,423168.08113603,0.0075928618520176,0,0,-90814.641537606,88787.610613872,0.019330213548316,1.2764480058703e-05,0.018688055983708,652.02852565614,1430.2986931216,562.5447899973,748.55556811333,12,4,-0.00019783105105567,7613154.2684649,625.1578266545,90277.24896,90384.93344255,530,182
5838247.7985866,423168.08113603,707.51274036268,0.0036404354666525,1.4645683473382e+19,636.56445764089,10178.660450064,5.50283809849e+24,-3.407357237235e-05,0.0002105664006896,444550.57574985,0.0081917067038171,0.00033050886760687,2.7074317064462e-08,-90834.232076118,88710.370114305,0.01933654517994,1.272577214862e-05,0.018688055983708,651.99438492569,1428.6807010337,562.54664566573,748.54071358452,13,4,-0.00019784062854099,7633001.4860977,624.86173860712,90277.24896,90393.589295143,543,186
6282798.3743365,444550.57574985,706.74319936654,0.0039200394136178,1.4647097589898e+19,636.59640229741,10177.925841034,5.9245617253161e+24,-3.3547513527999e-05,0.00021053698872769,465619.41244551,0.0088208714143995,0.0032295230015628,2.8487207126631e-07,-90853.351400417,88627.183272376,0.019373373024258,1.2681892074044e-05,0.018688055983708,651.95776478311,1426.9889843799,562.54859143162,748.46107872346,13,4,-0.00019785509665365,7655795.5401908,624.54259064341,90277.24896,90402.317263887,556,190
6748417.786782,465619.41244551,705.9166123302,0.0042129231214764,1.4648517474481e+19,636.62924498842,10176.954397974,6.3661983020526e+24,-3.2983104912729e-05,0.00021050731197452,486124.40037015,0.0094799182386273,0.0092462847323472,8.765402327372e-07,-90871.98937383,88538.214291298,0.019439109996562,1.2633130666386e-05,0.018688055983708,651.91893799808,1425.3579624569,562.55062471086,748.3159206921,13,4,-0.00019787418130813,7681526.0853799,624.20270775119,90277.24896,90411.080833309,569,194
7234542.1871521,486124.40037015,705.03765757853,0.0045187345041703,1.4649936962158e+19,636.66259587823,10175.762792752,6.8272028811312e+24,-3.238306478896e-05,0.00021047739035512,506110.12298427,0.010168054912568,0.018558795433398,1.887068510779e-06,-90890.139966036,88443.686137208,0.019531858539089,1.2579832590161e-05,0.018688055983708,651.8736901022,1423.8184340055,562.55274228984,748.10504030769,26,6,-0.00019789755776496,7710117.089306,623.84440908926,90277.24896,90419.841953014,595,200
7734542.1871521,500000,704.12227830804,0.0048333049886547,1.4651333546513e+19,636.69668283083,10174.382898101,7.3012799193807e+24,-3.1757278969539e-05,0.0002104475905719,523965.96229187,0.01087590131451,0.03025312971525,3.2903005323813e-06,-90907.597915758,88345.004472637,0.019648449139472,1.2522985575054e-05,0.018688055983708,651.83121906037,1422.2777115224,562.55491590918,747.83365615535,26,6,-0.00019792460499685,7741089.2724451,623.47430353779,90277.24896,90428.461712746,621,206
